names	A_loading	AUCs	corrs	color
IgG_ClassII.2.81.	1	0.691358024691358	0.331954492538338	Red
IgG_ClassII.3.84.	1	0.604938271604938	0.18213356485108	Red
IgG_ClassII.4.85.	1	0.703703703703704	0.35337091141178	Red
IgG1_ClassI.11.64.	0.402484625800795	0.54320987654321	0.0750349414948387	Red
IgG3_ClassI.5.19.	0.26882175677379	0.469135802469136	-0.053541047183603	Blue
IgM_ClassII.5.87.	0.259120725859532	0.604938271604938	0.18213356485108	Red
IgG_ClassII.5.87.	0.177900967366249	0.604938271604938	0.18203956042425	Red
IgG3_ClassII.5.87.	0.139437163194396	0.419753086419753	-0.139639715084374	Blue
IgG3_ClassI.1.6.	0.135575342456341	0.283950617283951	-0.374980868811048	Blue
FcR3A_ClassII.2.81.	0.121538729946324	0.290123456790123	-0.364267129702161	Blue
IgG3_ClassI.4.17.	0.00794367342201769	0.567901234567901	0.117851130197758	Red
IgG3_ClassI.9.47.	0.0234997810046919	0.444444444444444	-0.0967741935483871	Blue
