names	A_loading	AUCs	corrs	color
IgM_ClassI.1.6.	1	0.62962962962963	0.224872398171132	Red
IgM_ClassI.2.9.	1	0.58641975308642	0.149992347524419	Red
IgM_ClassI.3.15.	1	0.641975308641975	0.246288817044574	Red
IgM_ClassI.4.17.	1	0.641975308641975	0.246288817044574	Red
IgM_ClassI.6.24.	1	0.518518518518518	0.0321246283101618	Red
IgM_ClassI.7.31.	1	0.604938271604938	0.18203956042425	Red
IgM_ClassI.8.44.	1	0.679012345679012	0.310538073664897	Red
IgM_ClassI.9.47.	1	0.617283950617284	0.203455979297691	Red
IgM_ClassI.10.54.	1	0.728395061728395	0.396203749158662	Red
IgM_ClassI.11.64.	1	0.567901234567901	0.117790303803927	Red
IgM_ClassI.5.19.	0.547983690740386	0.802469135802469	0.524973216335467	Red
IgM_ClassII.1.77.	0.115994654070042	0.703703703703704	0.353553390593274	Red
IgM_ClassI.12.73.	1	0.62962962962963	0.224872398171132	Red
IgG3_ClassI.2.9.	0.0319721244760928	0.62962962962963	0.224988521286629	Red
